,id,Classification
2379,RM10438_Joint-Schedule-11-Processing-Data-v10--20250626-1426,details
2380,RM10438_Joint-Schedule-11-Processing-Data-v10--20250626-1456,details
2381,RM10438_Joint-Schedule-11-Processing-Data-v10--20250626-1458,details
2382,RM10438_Joint-Schedule-11-Processing-Data-v10--20250626-1465,details
2383,RM10438_Joint-Schedule-11-Processing-Data-v10--20250626-1467,details
2384,RM10438_Joint-Schedule-11-Processing-Data-v10--20250626-1490,details
2385,RM10438_Joint-Schedule-12-Supply-Chain-Visibility-v10--20250626-1501,details
2386,RM10438_Joint-Schedule-12-Supply-Chain-Visibility-v10--20250626-1503,details
2387,RM10438_Joint-Schedule-12-Supply-Chain-Visibility-v10--20250626-1504,details
2388,RM10438_Joint-Schedule-12-Supply-Chain-Visibility-v10--20250626-1505,details
2389,RM10438_Joint-Schedule-8-Guarantee-v10--20250626-1630,details
2390,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1665,details
2391,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1678,details
2392,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1684,details
2393,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1696,details
2394,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1708,details
2395,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1713,details
2396,RM6098-Call-Off-Schedule-10-Exit-Management-v20--20250626-1831,details
2397,RM6098-Call-Off-Schedule-10-Exit-Management-v20--20250626-1838,details
2398,RM6098-Call-Off-Schedule-10-Exit-Management-v20--20250626-1840,details
2399,RM6098-Call-Off-Schedule-10-Exit-Management-v20--20250626-1852,details
2400,RM6098-Call-Off-Schedule-10-Exit-Management-v20--20250626-1869,details
2401,RM6098-Call-Off-Schedule-11-Installation-Works-v10--20250626-1875,details
2402,RM6098-Call-Off-Schedule-11-Installation-Works-v10--20250626-1877,details
2403,RM6098-Call-Off-Schedule-13-Implementation-Plan-and-Testing-v10--20250626-1887,details
2404,RM6098-Call-Off-Schedule-13-Implementation-Plan-and-Testing-v10--20250626-1888,details
2405,RM6098-Call-Off-Schedule-13-Implementation-Plan-and-Testing-v10--20250626-1912,details
2406,RM6098-Call-Off-Schedule-13-Implementation-Plan-and-Testing-v10--20250626-1914,details
2407,RM6098-Call-Off-Schedule-13-Implementation-Plan-and-Testing-v10--20250626-1916,details
2408,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1725,details
2409,RM6098-Buyer-guidance-to-the-public-sector-contract-v41_1--20250626-1730,details
2410,RM6098-Buyer-guide-v81_1--20250626-1746,details
2411,RM6098-Buyer-guide-v81_1--20250626-1763,details
2412,RM6098-Buyer-guide-v81_1--20250626-1780,details
2413,RM6098-Buyer-guide-v81_1--20250626-1788,details
2414,RM6098-Buyer-guide-v81_1--20250626-1792,details
2415,RM6098-Call-Off-Schedule-14-Service-Levels-v10--20250626-1959,details
2416,RM6098-Call-Off-Schedule-16-Benchmarking-v10--20250626-1973,details
2417,RM6098-Call-Off-Schedule-16-Benchmarking-v10--20250626-1976,details
2418,RM6098-Call-Off-Schedule-16-Benchmarking-v10--20250626-1977,details
2419,RM6098-Call-Off-schedule-17-MOD-terms-v11--20250626-1988,details
2420,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2008,details
2421,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2018,details
2422,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2038,details
2423,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2049,details
2424,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2062,details
2425,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2069,details
2426,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2084,details
2427,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2088,details
2428,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2450,details
2429,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2457,details
2430,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2467,details
2431,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2479,details
2432,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2484,details
2433,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2496,details
2434,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2498,details
2435,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2514,details
2436,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2523,details
2437,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2143,details
2438,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2152,details
2439,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2158,details
2440,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2164,details
2441,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2178,details
2442,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2194,details
2443,RM6098-Call-Off-Schedule-2-Staff-Transfer-v10-1--20250626-2205,details
2444,RM6098-Call-Off-Schedule-21-Northern-Ireland-Law-v10--20250626-2221,details
2445,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2332,details
2446,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2333,details
2447,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2338,details
2448,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2348,details
2449,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2349,details
2450,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2352,details
2451,RM6098-Call-Off-Schedule-22-Lease-Terms-OPERATIONAL-LEASE-v11--20250626-2406,details
2452,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2231,details
2453,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2240,details
2454,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2244,details
2455,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2273,details
2456,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2314,details
2457,RM6098-Call-Off-Schedule-22-Lease-Terms-FINANCIAL-LEASE-v11--20250626-2320,details
2458,RM6098-Call-Off-Schedule-6-Annex-E-As-a-Service-additional-terms-v20--20250626-2641,details
2459,RM6098-Call-Off-Schedule-6-Annex-E-As-a-Service-additional-terms-v20--20250626-2649,details
2460,RM6098-Call-Off-Schedule-6-Annex-E-As-a-Service-additional-terms-v20--20250626-2653,details
2461,RM6098-Call-Off-Schedule-6-Annex-E-As-a-Service-additional-terms-v20--20250626-2661,details
2462,RM6098-Call-Off-Schedule-6-Annex-E-As-a-Service-additional-terms-v20--20250626-2662,details
2463,RM6098-Call-Off-Schedule-6-Annex-E-As-a-Service-additional-terms-v20--20250626-2674,details
2464,RM6098-Call-Off-Schedule-6-Annex-E-As-a-Service-additional-terms-v20--20250626-2679,details
2465,RM6098-Call-Off-Schedule-6-Annex-E-As-a-Service-additional-terms-v20--20250626-2687,details
2466,RM6098-Call-Off-Schedule-6-Annex-E-As-a-Service-additional-terms-v20--20250626-2691,details
2467,RM6098-Call-Off-Schedule-6-Annex-E-As-a-Service-additional-terms-v20--20250626-2709,details
2468,RM6098-Call-Off-Schedule-6-Annex-E-As-a-Service-additional-terms-v20--20250626-2714,details
2469,RM6098-Call-Off-Schedule-8-Business-Continuity-and-Disaster-Recovery-v10--20250626-2831,details
2470,RM6098-Call-Off-Schedule-8-Business-Continuity-and-Disaster-Recovery-v10--20250626-2832,details
2471,RM6098-Call-Off-Schedule-8-Business-Continuity-and-Disaster-Recovery-v10--20250626-2835,details
2472,RM6098-Call-Off-Schedule-8-Business-Continuity-and-Disaster-Recovery-v10--20250626-2837,details
2473,RM6098-Call-Off-Schedule-9-Security-v10--20250626-2893,details
2474,RM6098-Call-Off-Schedule-9-Security-v10--20250626-2906,details
2475,RM6098-Call-Off-Schedule-9-Security-v10--20250626-2912,details
2476,RM6098-Call-Off-Schedule-9-Security-v10--20250626-2913,details
2477,RM6098-Call-Off-Schedule-9-Security-v10--20250626-2925,details
2478,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2529,details
2479,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2540,details
2480,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2558,details
2481,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2563,details
2482,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2581,details
2483,RM6098-Call-Off-Schedule-22-Lease-Terms-v21--20250626-2589,details
2484,RM6098-Call-Off-Schedule-23-HMRC-Terms-v10--20250626-2611,details
2485,RM6098-Call-Off-Schedule-23-HMRC-Terms-v10--20250626-2613,details
2486,RM6098-Call-Off-Schedule-3-Continuous-Improvement-v10--20250626-2620,details
2487,RM6098-Call-Off-Schedule-6-Annex-E-As-a-Service-additional-terms-v20--20250626-2731,details
2488,RM6098-Call-Off-Schedule-6-ICT-Services-v20-1--20250626-2748,details
2489,RM6098-Call-Off-Schedule-6-ICT-Services-v20-1--20250626-2762,details
2490,RM6098-Call-Off-Schedule-6-ICT-Services-v20-1--20250626-2772,details
2491,RM6098-Call-Off-Schedule-6-ICT-Services-v20-1--20250626-2790,details
2492,RM6098-Call-Off-Schedule-8-Business-Continuity-and-Disaster-Recovery-v10--20250626-2824,details
2493,RM6098-Core-terms-v3011-1--20250626-3030,details
2494,RM6098-Core-terms-v3011-1--20250626-3035,details
2495,RM6098-Core-terms-v3011-1--20250626-3038,details
2496,RM6098-Core-terms-v3011-1--20250626-3078,details
2497,RM6098-Core-terms-v3011-1--20250626-3081,details
2498,RM6098-Core-terms-v3011-1--20250626-3086,details
2499,RM6098-Core-terms-v3011-1--20250626-3093,details
2500,RM6098-Direct-Award-procedure-overview-v61_2--20250626-3111,details
2501,RM6098-Expression-of-interest-template-v2--20250626-3125,details
2502,RM6098-Expression-of-interest-template-v2--20250626-3126,details
2503,RM6098-Expression-of-interest-template-v2--20250626-3128,details
2504,RM6098-Expression-of-interest-template-v2--20250626-3133,details
2505,RM6098-Framework-Award-Form-v20--20250626-3157,details
2506,RM6098-Framework-schedule-1-specification-v41--20250626-3186,details
2507,RM6098-Framework-schedule-1-specification-v41--20250626-3195,details
2508,RM6098-Framework-schedule-1-specification-v41--20250626-3210,details
2509,RM6098-Framework-schedule-1-specification-v41--20250626-3211,details
2510,RM6098-Framework-schedule-1-specification-v41--20250626-3214,details
2511,RM6098-Framework-schedule-1-specification-v41--20250626-3232,details
2512,RM6098-Framework-schedule-1-specification-v41--20250626-3265,details
2513,RM6098-Framework-schedule-1-specification-v41--20250626-3279,details
2514,RM6098-Framework-Schedule-4-Framework-Management-v20--20250626-3311,details
2515,RM6098-Framework-Schedule-4-Framework-Management-v20--20250626-3313,details
2516,RM6098-Framework-Schedule-4-Framework-Management-v20--20250626-3315,details
2517,RM6098-Framework-Schedule-5-Management-Charges-and-Information-v10--20250626-3330,details
2518,RM6098-Call-Off-Schedule-9-Security-v10--20250626-2936,details
2519,RM6098-Case-studies-v5_2--20250626-2966,details
2520,RM6098-Case-studies-v5_2--20250626-2998,details
2521,RM6098-Joint-Schedule-7-Financial-Difficulties-v34--20250626-3642,details
2522,RM6098-Joint-Schedule-7-Financial-Difficulties-v34--20250626-3643,details
2523,RM6098-Joint-Schedule-7-Financial-Difficulties-v34--20250626-3646,details
2524,RM6098-Joint-Schedule-7-Financial-Difficulties-v34--20250626-3651,details
2525,RM6098-Joint-Schedule-7-Financial-Difficulties-v34--20250626-3673,details
2526,RM6098-Joint-Schedule-7-Financial-Difficulties-v34--20250626-3674,details
2527,RM6098-Joint-Schedule-7-Financial-Difficulties-v34--20250626-3684,details
2528,RM6098-Joint-Schedule-7-Financial-Difficulties-v34--20250626-3691,details
2529,RM6098-Joint-Schedule-7-Financial-Difficulties-v34--20250626-3693,details
2530,RM6098-Joint-Schedule-7-Financial-Difficulties-v34--20250626-3694,details
2531,RM6098-Joint-Schedule-7-Financial-Difficulties-v34--20250626-3702,details
2532,RM6098-Joint-Schedule-7-Financial-Difficulties-v34--20250626-3707,details
2533,RM6098-Framework-Schedule-7-Call-Off-Award-Procedure-v2--20250626-3369,details
2534,RM6098-Framework-Schedule-7-Call-Off-Award-Procedure-v2--20250626-3370,details
2535,RM6098-Framework-Schedule-7-Call-Off-Award-Procedure-v2--20250626-3374,details
2536,RM6098-Framework-Schedule-7-Call-Off-Award-Procedure-v2--20250626-3388,details
2537,RM6098-Framework-Schedule-9-O-Cyber-Essentials-Scheme-v10--20250626-3406,details
2538,RM6098-Framework-Schedule-9-O-Cyber-Essentials-Scheme-v10--20250626-3407,details
2539,RM6098-Invitation-to-tender-template-v3--20250626-3414,details
2540,RM6098-Invitation-to-tender-template-v3--20250626-3415,details
2541,RM6098-Invitation-to-tender-template-v3--20250626-3417,details
2542,RM6098-Invitation-to-tender-template-v3--20250626-3423,details
2543,RM6098-Invitation-to-tender-template-v3--20250626-3424,details
2544,RM6098-Invitation-to-tender-template-v3--20250626-3454,details
2545,RM6098-Joint-Schedule-1-Definitions-v10--20250626-3468,details
2546,RM6098-Joint-Schedule-11-processing-data-v20--20250626-3479,details
2547,RM6098-Joint-Schedule-11-processing-data-v20--20250626-3485,details
2548,RM6098-Joint-Schedule-11-processing-data-v20--20250626-3490,details
2549,RM6098-Joint-Schedule-11-processing-data-v20--20250626-3492,details
2550,RM6098-Joint-Schedule-11-processing-data-v20--20250626-3511,details
2551,RM6098-Joint-Schedule-11-processing-data-v20--20250626-3518,details
2552,RM6098-Joint-Schedule-11-processing-data-v20--20250626-3523,details
2553,RM6098-Joint-Schedule-11-processing-data-v20--20250626-3538,details
2554,RM6098-Joint-Schedule-11-processing-data-v20--20250626-3539,details
2555,RM6098-Joint-Schedule-11-processing-data-v20--20250626-3568,details
2556,RM6098-Joint-Schedule-11-processing-data-v20--20250626-3569,details
2557,RM6098-Joint-Schedule-11-processing-data-v20--20250626-3575,details
2558,RM6098-Joint-Schedule-3-Insurance-Requirements-v10--20250626-3599,details
2559,RM6098-Joint-Schedule-3-Insurance-Requirements-v10--20250626-3601,details
2560,RM6098-Joint-Schedule-3-Insurance-Requirements-v10--20250626-3604,details
2561,RM6098-Joint-Schedule-7-Financial-Difficulties-v34--20250626-3737,details
2562,RM6098-Joint-Schedule-8-Guarantee-for-PSC-v10--20250626-3740,details
2563,RM6098-Joint-Schedule-8-Guarantee-for-PSC-v10--20250626-3748,details
2564,RM6098-Joint-Schedule-8-Guarantee-for-PSC-v10--20250626-3751,details
2565,RM6098-Leasing-tech-hardware-best-practice-process-v28-1--20250626-3766,details
2566,RM6098-Leasing-tech-hardware-best-practice-process-v28-1--20250626-3781,details
2567,RM6098-Leasing-tech-hardware-best-practice-process-v28-1--20250626-3795,details
2568,RM6098-Leasing-tech-hardware-best-practice-process-v28-1--20250626-3798,details
2569,RM6098-Market-engagement-best-practice-process-v27--20250626-3824,details
2570,RM6098-Market-engagement-best-practice-process-v27--20250626-3833,details
2571,RM6098-Market-engagement-best-practice-process-v27--20250626-3835,details
2572,RM6098-Model-Contract-Pack-v3--20250626-3846,details
2573,RM6098-Model-Contract-Pack-v3--20250626-3855,details
2574,RM6098-Model-Contract-Pack-v3--20250626-3856,details
2575,RM6098-Model-Contract-Pack-v3--20250626-3860,details
2576,RM6098-Model-Contract-Pack-v3--20250626-3875,details
2577,RM6098-Model-Contract-Pack-v3--20250626-3878,details
2578,RM6098-Model-Contract-Pack-v3--20250626-3888,details
2579,RM6098-Model-Contract-Pack-v3--20250626-3891,details
2580,RM6098-Model-Contract-Pack-v3--20250626-3900,details
2581,RM6098-Model-Contract-Pack-v3--20250626-3907,details
2582,RM6098-Model-Contract-Pack-v3--20250626-3920,details
2583,RM6098-Model-Contract-Pack-v3--20250626-3958,details
2584,RM6098-Model-Contract-Pack-v3--20250626-3969,details
2585,RM6098-Model-Contract-Pack-v3--20250626-3971,details
2586,RM6098-Model-Contract-Pack-v3--20250626-3986,details
2587,RM6098-Model-Contract-Pack-v3--20250626-3995,details
2588,RM6098-Model-Contract-Pack-v3--20250626-3999,details
2589,RM6098-Model-Contract-Pack-v3--20250626-4011,details
2590,RM6098-Model-Contract-Pack-v3--20250626-4023,details
2591,RM6098-Model-Contract-Pack-v3--20250626-4068,details
2592,RM6098-Model-Contract-Pack-v3--20250626-4079,details
2593,RM6098-Model-Contract-Pack-v3--20250626-4085,details
2594,RM6098-Model-Contract-Pack-v3--20250626-4086,details
2595,RM6098-Model-Contract-Pack-v3--20250626-4091,details
2596,RM6098-Model-Contract-Pack-v3--20250626-4093,details
2597,RM6098-Model-Contract-Pack-v3--20250626-4109,details
2598,RM6116-Call-Off-Schedule-14-Service-Levels-vFinal11--20250626-4462,details
2599,RM6116-Call-Off-Schedule-14-Service-Levels-vFinal11--20250626-4465,details
2600,RM6116-Call-Off-Schedule-14-Service-Levels-vFinal11--20250626-4466,details
2601,RM6116-Call-Off-Schedule-14-Service-Levels-vFinal11--20250626-4467,details
2602,RM6116-Call-Off-Schedule-14-Service-Levels-vFinal11--20250626-4469,details
2603,RM6116-Call-Off-Schedule-14-Service-Levels-vFinal11--20250626-4484,details
2604,RM6116-Call-Off-Schedule-14-Service-Levels-vFinal11--20250626-4500,details
2605,RM6116-Call-Off-Schedule-14-Service-Levels-vFinal11--20250626-4501,details
2606,RM6116-Call-Off-Schedule-15-Call-Off-Contract-Management-vFinal--20250626-4507,details
2607,RM6116-Call-Off-Schedule-16-Benchmarking-vFinal--20250626-4513,details
2608,RM6116-Call-Off-Schedule-17-MOD-Terms-vFinal--20250626-4536,details
2609,RM6116-Buyer-guide-v12--20250626-4244,details
2610,RM6116-Buyer-guide-v12--20250626-4258,details
2611,RM6116-Buyer-guide-v12--20250626-4270,details
2612,RM6116-Buyer-guide-v12--20250626-4285,details
2613,RM6116-Buyer-guide-v12--20250626-4289,details
2614,RM6116-Buyer-guide-v12--20250626-4294,details
2615,RM6116-Buyer-guide-v12--20250626-4305,details
2616,RM6116-Call-Off-Schedule-1-Transparency-Reports-vFinal--20250626-4320,details
2617,RM6116-Call-Off-Schedule-10-Exit-Management-V12--20250626-4325,details
2618,RM6116-Call-Off-Schedule-10-Exit-Management-V12--20250626-4338,details
2619,RM6116-Call-Off-Schedule-10-Exit-Management-V12--20250626-4346,details
2620,RM6116-Call-Off-Schedule-10-Exit-Management-V12--20250626-4349,details
2621,RM6116-Call-Off-Schedule-13-Implementation-Plan-and-Testing-v11--20250626-4390,details
2622,RM6116-Call-Off-Schedule-13-Implementation-Plan-and-Testing-v11--20250626-4394,details
2623,RM6116-Call-Off-Schedule-13-Implementation-Plan-and-Testing-v11--20250626-4404,details
2624,RM6116-Call-Off-Schedule-13-Implementation-Plan-and-Testing-v11--20250626-4415,details
2625,RM6116-Call-Off-Schedule-13-Implementation-Plan-and-Testing-v11--20250626-4419,details
2626,RM6116-Call-Off-Schedule-13-Implementation-Plan-and-Testing-v11--20250626-4420,details
2627,RM6098-Model-Contract-Pack-v3--20250626-4142,details
2628,RM6098-Model-Contract-Pack-v3--20250626-4147,details
2629,RM6098-Model-Contract-Pack-v3--20250626-4176,details
2630,RM6098-Model-Contract-Pack-v3--20250626-4187,details
2631,RM6098_Description--20250626-4236,details
2632,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4655,details
2633,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4659,details
2634,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4663,details
2635,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4665,details
2636,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4672,details
2637,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4674,details
2638,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4684,details
2639,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4693,details
2640,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4698,details
2641,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4699,details
2642,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4701,details
2643,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4710,details
2644,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4711,details
2645,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4714,details
2646,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4727,details
2647,RM6116-Call-Off-Schedule-18-Background-Checks-vFinal--20250626-4545,details
2648,RM6116-Call-Off-Schedule-19-Scottish-Law-vFinal--20250626-4547,details
2649,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4554,details
2650,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4555,details
2651,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4565,details
2652,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4599,details
2653,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4604,details
2654,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4613,details
2655,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4624,details
2656,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4625,details
2657,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4628,details
2658,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4750,details
2659,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4770,details
2660,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4775,details
2661,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4782,details
2662,RM6116-Call-Off-Schedule-2-Staff-Transfer-vFinal--20250626-4795,details
2663,RM6116-Call-Off-Schedule-21-Northern-Ireland-Law-vFinal--20250626-4808,details
2664,RM6116-Call-Off-Schedule-22-Lease-Terms-vFinal--20250626-4814,details
2665,RM6116-Call-Off-Schedule-22-Lease-Terms-vFinal--20250626-4818,details
2666,RM6116-Call-Off-Schedule-22-Lease-Terms-vFinal--20250626-4831,details
2667,RM6116-Call-Off-Schedule-23-HMRC-Terms-v11--20250626-4845,details
2668,RM6116-Call-Off-Schedule-6-ICT-Services-v11--20250626-4865,details
2669,RM6116-Call-Off-Schedule-6-ICT-Services-v11--20250626-4877,details
2670,RM6116-Call-Off-Schedule-6-ICT-Services-v11--20250626-4901,details
2671,RM6116-Call-Off-Schedule-8-Business-Continuity-and-Disaster-Recovery-v11--20250626-4930,details
2672,RM6116-Call-Off-Schedule-8-Business-Continuity-and-Disaster-Recovery-v11--20250626-4943,details
2673,RM6116-Framework-Schedule-3-Framework-Prices-vFinal-11--20250626-5155,details
2674,RM6116-Framework-Schedule-3-Framework-Prices-vFinal-11--20250626-5159,details
2675,RM6116-Framework-Schedule-3-Framework-Prices-vFinal-11--20250626-5163,details
2676,RM6116-Framework-Schedule-3-Framework-Prices-vFinal-11--20250626-5177,details
2677,RM6116-Framework-Schedule-4-Framework-Management-vFinal--20250626-5199,details
2678,RM6116-Framework-Schedule-4-Framework-Management-vFinal--20250626-5200,details
2679,RM6116-Framework-Schedule-4-Framework-Management-vFinal--20250626-5202,details
2680,RM6116-Framework-Schedule-4-Framework-Management-vFinal--20250626-5203,details
2681,RM6116-Framework-Schedule-4-Framework-Management-vFinal--20250626-5206,details
2682,RM6116-Framework-Schedule-5-Management-Charges-and-Information-vFinal--20250626-5216,details
2683,RM6116-Framework-Schedule-5-Management-Charges-and-Information-vFinal--20250626-5219,details
2684,RM6116-Framework-Schedule-5-Management-Charges-and-Information-vFinal--20250626-5225,details
2685,RM6116-Call-Off-Schedule-8-Business-Continuity-and-Disaster-Recovery-v11--20250626-4977,details
2686,RM6116-Call-Off-Schedule-8-Business-Continuity-and-Disaster-Recovery-v11--20250626-4983,details
2687,RM6116-Call-Off-Schedule-9-Security-vFinal--20250626-5022,details
2688,RM6116-Call-Off-Schedule-9-Security-vFinal--20250626-5034,details
2689,RM6116-Call-Off-Schedule-9-Security-vFinal--20250626-5044,details
2690,RM6116-Call-Off-Schedule-9-Security-vFinal--20250626-5045,details
2691,RM6116-Call-Off-Schedule-9-Security-vFinal--20250626-5046,details
2692,RM6116-Call-Off-Schedule-9-Security-vFinal--20250626-5061,details
2693,RM6116-Call-Off-Schedule-9-Security-vFinal--20250626-5066,details
2694,RM6116-Framework-Schedule-1-Specification-vFinal--20250626-5081,details
2695,RM6116-Framework-Schedule-1-Specification-vFinal--20250626-5093,details
2696,RM6116-Framework-Schedule-1-Specification-vFinal--20250626-5099,details
2697,RM6116-Framework-Schedule-1-Specification-vFinal--20250626-5120,details
2698,RM6116-Framework-Schedule-1-Specification-vFinal--20250626-5144,details
2699,RM6116-Framework-Schedule-7-Call-Off-Award-Procedure-v10-2--20250626-5261,details
2700,RM6116-Framework-Schedule-7-Call-Off-Award-Procedure-v10-2--20250626-5262,details
2701,RM6116-Framework-Schedule-7-Call-Off-Award-Procedure-v10-2--20250626-5278,details
2702,RM6116-Joint-Schedule-1-Definitions-vFinal--20250626-5309,details
2703,RM6116-Joint-Schedule-1-Definitions-vFinal--20250626-5316,details
2704,RM6116-Joint-Schedule-1-Definitions-vFinal--20250626-5332,details
2705,RM6116-Joint-Schedule-1-Definitions-vFinal--20250626-5352,details
2706,RM6116-Joint-Schedule-7-Financial-Difficulties-v11docx--20250626-5657,details
2707,RM6116-Joint-Schedule-7-Financial-Difficulties-v11docx--20250626-5665,details
2708,RM6116-Joint-Schedule-7-Financial-Difficulties-v11docx--20250626-5667,details
2709,RM6116-Joint-Schedule-7-Financial-Difficulties-v11docx--20250626-5673,details
2710,RM6116-Joint-Schedule-7-Financial-Difficulties-v11docx--20250626-5675,details
2711,RM6116-Joint-Schedule-9-Minimum-Standards-of-Reliability-v2--20250626-5706,details
2712,RM6116-Network-Services-3-Statement-of-Requirements-Template-accessible-v1-1--20250626-5709,details
2713,RM6116-NS3-Core-terms-v3011--20250626-5745,details
2714,RM6116-NS3-Core-terms-v3011--20250626-5748,details
2715,RM6116-NS3-Core-terms-v3011--20250626-5749,details
2716,RM6116-NS3-Core-terms-v3011--20250626-5750,details
2717,RM6116-NS3-Core-terms-v3011--20250626-5756,details
2718,RM6116-Joint-Schedule-11-Processing-Data-vFinal-1--20250626-5462,details
2719,RM6116-Joint-Schedule-11-Processing-Data-vFinal-1--20250626-5476,details
2720,RM6116-Joint-Schedule-11-Processing-Data-vFinal-1--20250626-5480,details
2721,RM6116-Joint-Schedule-11-Processing-Data-vFinal-1--20250626-5513,details
2722,RM6116-Joint-Schedule-2-Variation-Form-vFinal--20250626-5523,details
2723,RM6116-Joint-Schedule-3-Insurance-Requirements-vFinal--20250626-5534,details
